Unnamed: 0,date,open,high,low,close,volume
55,2009-03-31 09:55:00,3559.0,3562.0,3555.0,3557.0,0
56,2009-03-31 10:00:00,3557.0,3557.0,3550.0,3552.0,0
57,2009-03-31 10:05:00,3553.0,3557.0,3552.0,3554.0,0
58,2009-03-31 10:10:00,3554.0,3556.0,3553.0,3556.0,0
59,2009-03-31 10:15:00,3555.0,3555.0,3545.0,3548.0,0
60,2009-03-31 10:35:00,3550.0,3555.0,3550.0,3553.0,0
61,2009-03-31 10:40:00,3553.0,3554.0,3546.0,3548.0,0
62,2009-03-31 10:45:00,3548.0,3551.0,3546.0,3549.0,0
63,2009-03-31 10:50:00,3550.0,3552.0,3549.0,3552.0,0
64,2009-03-31 10:55:00,3553.0,3555.0,3550.0,3551.0,0
65,2009-03-31 11:00:00,3551.0,3554.0,3550.0,3553.0,0
66,2009-03-31 11:05:00,3553.0,3555.0,3552.0,3554.0,0
67,2009-03-31 11:10:00,3554.0,3554.0,3551.0,3553.0,0
68,2009-03-31 11:15:00,3552.0,3558.0,3552.0,3555.0,0
69,2009-03-31 11:20:00,3555.0,3556.0,3552.0,3553.0,0
70,2009-03-31 11:25:00,3553.0,3557.0,3553.0,3556.0,0
71,2009-03-31 11:30:00,3555.0,3556.0,3554.0,3556.0,0
72,2009-03-31 13:35:00,3556.0,3556.0,3550.0,3550.0,0
73,2009-03-31 13:40:00,3551.0,3553.0,3549.0,3551.0,0
74,2009-03-31 13:45:00,3552.0,3554.0,3551.0,3553.0,0
75,2009-03-31 13:50:00,3553.0,3553.0,3548.0,3549.0,0
76,2009-03-31 13:55:00,3550.0,3550.0,3545.0,3548.0,0
77,2009-03-31 14:00:00,3548.0,3549.0,3547.0,3548.0,0
78,2009-03-31 14:05:00,3548.0,3548.0,3546.0,3547.0,0
79,2009-03-31 14:10:00,3547.0,3547.0,3545.0,3546.0,0
80,2009-03-31 14:15:00,3546.0,3546.0,3546.0,3546.0,0
81,2009-03-31 14:20:00,3546.0,3546.0,3546.0,3546.0,0
82,2009-03-31 14:25:00,3546.0,3548.0,3545.0,3547.0,0
83,2009-03-31 14:30:00,3548.0,3550.0,3546.0,3546.0,0
84,2009-03-31 14:35:00,3547.0,3547.0,3545.0,3547.0,0
85,2009-03-31 14:40:00,3546.0,3546.0,3543.0,3546.0,0
86,2009-03-31 14:45:00,3546.0,3548.0,3546.0,3547.0,0
87,2009-03-31 14:50:00,3547.0,3548.0,3546.0,3547.0,0
88,2009-03-31 14:55:00,3548.0,3551.0,3547.0,3551.0,0
89,2009-03-31 15:00:00,3552.0,3552.0,3548.0,3549.0,0
90,2009-04-01 09:05:00,3560.0,3561.0,3550.0,3553.0,0
91,2009-04-01 09:10:00,3552.0,3553.0,3543.0,3550.0,0
92,2009-04-01 09:15:00,3550.0,3553.0,3548.0,3552.0,0
93,2009-04-01 09:20:00,3552.0,3554.0,3550.0,3554.0,0
94,2009-04-01 09:25:00,3554.0,3554.0,3551.0,3553.0,0
95,2009-04-01 09:30:00,3553.0,3554.0,3550.0,3550.0,0
96,2009-04-01 09:35:00,3550.0,3553.0,3548.0,3552.0,0
97,2009-04-01 09:40:00,3552.0,3553.0,3550.0,3552.0,0
98,2009-04-01 09:45:00,3552.0,3552.0,3550.0,3551.0,0
99,2009-04-01 09:50:00,3550.0,3551.0,3548.0,3549.0,0
